token,frequency
vasitədir,1
dəfi-qəmü,1
məlalə.,1
vuraram,1
"zülfi-siyadən,",1
Əzamə,1
lərzə,1
"nəvadən,",1
Tənbur,1
"zərdi-həvadən,",1
rüfəqadən,1
tarə,1
"dütadən,",1
firqeyi-üşşaqə,1
"binadən,",1
"cahilsən,",1
elmin,1
"ədadən,",1
füqəradən;,1
"badi-səbadən,",1
halə?,1
zar-zar,1
Ağlamalı,1
"axirətdədir,",1
dersən:,1
beyni-,1
Habelə,1
Oxumadın,1
"""fəlyəzhəku""",1
"ayətin,",1
Çəkməyibsən,1
Bilsən,1
ağlamağın,1
"ləzzətin,",1
ağlarsan,1
Kimdi,1
"adəəm,",1
"əzabi,",1
"hesabi,",1
İnəklərə,1
dəyənəyi-,1
habelə-,1
"qatirə,",1
"zəhirmar,",1
dadı-,1
"Padşahsan,",1
şişmək!,1
Yalqız,1
Nərmü,1
"Qocalıbsan,",1
"yüzə,",1
Çobanoğlu,1
Çökər,1
Deyər:,1
ayıl!,1
"şəmayıl,",1
"əfğanına,",1
"cəsədin,",1
Diriykən,1
Mütləq,1
"ağlarsan,",1
oldurun,1
xövfü,1
"Qəriblik,",1
"əlamətidir,",1
dininin,1
"adətidir,",1
"kəramətidir,",1
"gedincə,",1
Inəklərə,1
"əlinə,",1
uşaqsan,1
"tabı,",1
Təzəcə,1
Bidəmaq,1
Istər,1
"zirə,",1
………,1
"zəhrimar,",1
Padişahsan,1
şişmək…,1
Nərmi-nazik,1
Qocalıbsan,1
bekar,1
bənizin,1
"duru,",1
Savılıb,1
"quru,",1
çanaqdan,1
Dərdlərinə,1
Əbubəkrə,1
Mitilin,1
Mürği-ruhin,1
"Deyər,",1
"ayıl,",1
"şəmayil,",1
"ah-əfğanına,",1
Dirikən,1
Dürüst,1
təpədən,1
"şəxsi-qəzəbnak,",1
Əllərində,1
"şeşpər,",1
çapikü,1
çalak.,1
zəhrin,1
Qutun,1
"qurur,",1
sin,1
"Dünya,",1
axirətdən,1
"müxtəsər,",1
"tapılar,",1
"Osman,",1
"Məzarın,",1
məhşərin,1
"cəhəti,",1
Məhrum,1
"ümməti,",1
"sünnəti,",1
"qəzəb,",1
"qəhər,",1
çəp,1
"əməldən,",1
Günahını,1
"sayar,",1
"izzətdən,",1
Ayıra,1
mömini,1
"millətdən,",1
"əhli-sünnətdən,",1
yolum-yolum,1
"yolar,",1
pədərdən,1
"püsər,",1
Gövdənə,1
"çulğaşar,",1
içəsən,1
Bubəkrdir,1
peyğəmbərə,1
Ömərdir,1
islamı,1
"Osmani-Zinnureyn,",1
"Heydəri-kərrar,",1
Olarlar,1
"çara,",1
dolanarsan,1
"nələr,",1
"Əbubəkr,",1
"Ömər,",1
Osmanü,1
"imami-vəli,",1
Neymanü,1
"şafei,",1
"Malik,",1
"Həmbəli,",1
cəmiən,1
kəllədə,1
"beyin,",1
əzəm,1
danar,1
"şeyin,",1
"yumar,",1
"minnətin,",1
"sünnətin,",1
görərsən,1
məsumların,1
"hörmətin,",1
"ağlamazsan,",1
Həştü,1
"duyarlar,",1
"qoyarlar,",1
Sümüyünü,1
"gömərlər,",1
məşhər,1
"durarlar,",1
Divan,1
sorğu-sual,1
məzhəbdə,1
"görərlər,",1
budayıb,1
dadıma,1
Qaçar,1
ilim-ilim,1
Yaşınıb,1
Həşrədək,1
qalarsan,1
ahü-zar,1
"Həsrətilən,",1
Kələz,1
Ağzınadək,1
kimsələr,1
"asılar,",1
Həmbəlinin,1
qaraulu,1
"basılar,",1
Qorxusundan,1
bucağa,1
"qısılar,",1
mat-mat,1
Kaşinin,1
"kəsərlər,",1
cəhənnəmdən,1
"asarlar,",1
Qızdırıb-qızdırıb,1
"basarlar,",1
"çaşar,",1
Şafeinin,1
"suçu,",1
Əvvəldən,1
axıra,1
"köçü,",1
fəriştələr,1
"çaxar,",1
Şafeini,1
imamlardan,1
"ayırma,",1
Əmmə,1
"qayırma,",1
ləzgi,1
"buyurma,",1
qalmıqlara,1
Qəbirdən,1
"Şama,",1
"toya,",1
"peyğəmbərə,",1
"imama,",1
"toxuna-toxuna,",1
"Ömərdən,",1
"Osmandan,",1
"saxına,",1
Olarsız,1
"yaxına,",1
Döyə-döyə,1
"öldürərlər,",1
imama,1
qurulacaqdır,1
Əməlin,1
İmamlar,1
əqldə,1
Vəqtkən,1
yalvar-yapış,1
"gendən,",1
qorxun,1
"Əbülhəsəndən,",1
əzim-əzim,1
"Əbülhəsənə,",1
"kimsənə,",1
Qalarsan,1
"nailac,",1
haldır,1
mətləbdədir,1
xəyalın?,1
"atın,",1
"qoyunun,",1
"malın,",1
"doğmaz,",1
sevməzsən,1
"Eşitməzsən,",1
"qalmağalı,",1
yığıbsan,1
"əyalı,",1
Doğmaz,1
şahi-Heydər,1
"Əlini,",1
İmamü,1
"hümami,",1
"vəlini,",1
Yığ,1
"dəlini,",1
bir-birin,1
"qırar,",1
Tanırsan,1
Şəmkirli,1
"qazını,",1
"Həsəni-Kaşini,",1
Nəsir,1
"Tusini,",1
Tərki-sünnət,1
"asini,",1
"girər,",1
iraqdır,1
"etiqadından,",1
bildiklərin,1
"nihadından,",1
"rahında,",1
"dərgahında,",1
Qatar,1
"yığılmaz,",1
"dağılmaz,",1
"sağılmaz,",1
inəyini,1
"sağar,",1
aldadır,1
dəmi.,1
yığma,1
"sənəmi,",1
"Qafil,",1
Cəhənnəmə,1
"həmdəmlər,",1
"qəmlər,",1
"dəmlər,",1
"anar,",1
tökməsin,1
"nəmi,",1
Heyvan,1
"həmdəmi,",1
Leylü,1
"Həqqi-peyğəmbərə,",1
"çariyarə,",1
imamlara,1
"çaharə,",1
"Uymasan,",1
yanarsan,1
"yavər,",1
Nahaq,1
əhli-həqqə,1
"dəyənlər,",1
"əyənlər,",1
Azğın-azğın,1
çariyarə,1
"söyənlər,",1
"ular,",1
ürəyinin,1
"yarası,",1
çarası?,1
kəsilməyib,1
"arası,",1
Şamü,1
nahar,1
"ağlamaz,",1
tökməz,1
xalidir,1
"beyini,",1
"Olmasa,",1
"yoldaşı,",1
dolandın,1
sağdan,1
"soldan,",1
"Dövləti,",1
çıxardın,1
"parçadan,",1
"puldan,",1
bulanma,1
"sultanına,",1
Danasını,1
inək,1
"təpər,",1
"qoçaqsan,",1
Ölüdən,1
"qıvraqsan,",1
diridən,1
"naçaq,",1
Övrətlər,1
qamışlıqda,1
yaşıran,1
Əqlini,1
çaşıran,1
Meyxanədən,1
düşürən,1
"sürər,",1
Öləndən,1
"güruhi-nacı,",1
Məzarına,1
"qıyqacı,",1
Özündən,1
rəbbindir,1
"Şəfi,",1
"səmi,",1
Deyilmi,1
yəğfiruzzünubi,1
"cəmi,",1
Minərsən,1
"qatırı,",1
"altın,",1
Qələbəyi,1
Ağqız,1
Piri,1
ağadır,1
sində,1
"dindaşın,",1
Soruşarlar,1
"təbəri,",1
Söylərsən,1
"sərsəri,",1
"budar,",1
Olunandan,1
"sorğu-sualın,",1
"məcalın,",1
Savılmaz,1
"qalmağalın,",1
"həzar-həzar,",1
Münkir-nəkir,1
"ötüşər,",1
Sor,1
"yetişər,",1
Divar,1
"bitişər,",1
oyum-oyum,1
"oyar,",1
"Oxuram,",1
cürmim,1
"əzim,",1
İnnəlləhə,1
hüvvət,1
"təvvabür-rəhim,",1
"qəniyü-kərim,",1
sürçər,1
yarılır,1
"yağın,",1
"dayağın,",1
Şiə,1
Qalarlar,1
"yaxa-yaxa,",1
Mahaldır,1
duzəxdən,1
"çıxa,",1
xovfini,1
"çəkərsən,",1
Tutubsan,1
"Şahi-mərdanın,",1
"gülərsən,",1
Əhli-sünnət,1
vəl-cəmaət,1
Gedərlər,1
"dəstəbədəstə,",1
"fellinin,",1
"xallının,",1
dillinin,1
"məqallının,",1
"zülallının,",1
ballının,1
"muylunun,",1
Fəriştə,1
"xoylunun,",1
"soylunun,",1
"kuylunun,",1
qollunun,1
"şərlinin,",1
"nəzərlinin,",1
"ənbərlinin,",1
"tərlinin,",1
"səmənbərlinin,",1
"kəmərlinin,",1
bellinin,1
"ülfətlinin,",1
"məhəbbətlinin,",1
"mərhəmətlinin,",1
"şəfəqqətlinin,",1
"tellinin,",1
"tələtlinin,",1
məhcəmallının,1
"Məkkəni,",1
Mədinəni,1
qibləyə,1
sürtmək,1
Mədəd,1
irağa,1
könlünün,1
səbrü-qərarı.,1
Mədinə,1
Kəbədən,1
"həcərül-əsvəd,",1
"zəm-zəm,",1
olsaydım,1
vəbalına,1
"sağıdan,",1
Yaralıdır,1
yağıdan.,1
dağıdın;,1
kamalına,1
"şirindil,",1
ənbərbu,1
maralına,1
"mahi-şərəf,",1
vəfalər,1
ətalər,1
ziyalar,1
təşrifi-bəqalər,1
səfalər,1
zati-şərifində,1
"cilvеyi-təhsin,",1
еtmişdi,1
xəstəvü,1
"qəmgin,",1
həd,1
təxmin.,1
müntəziri-rahin,1
gözümüz,1
Xaki-qədəmində,1
tutiyalər,1
"sahibi-təzim,",1
Dürdanеyi-çеşmi-gövhərəfşan,1
təxtgəhi-sinеyi-suzan,1
Məcmuеyi-mülki-dili-nalan,1
mədilətü,1
üqdəgüşalər,1
"nüsxеyi-fərrux,",1
"rəqəmi-münşii-qüdrət,",1
Əbruyi-lətifin,1
"xəti-mənşuri-səadət,",1
Sərlövhi-rüxün,1
"məsdəri-dibaçеyi-fitrət,",1
"Məzmuni-vücudun,",1
"imdadi-inayət,",1
Müxlislərə,1
еhsanü,1
səxalər,1
"cani-müəlla,",1
"məhəli-sərvəri-Vaqif,",1
Fəğfurü,1
Fridunu,1
qеysəri-Vaqif.,1
Əflaki-səadətdə,1
"səid,",1
"əkbəri-Vaqif,",1
"çеşmi-təri-Vaqif,",1
Əlminnətülillah,1
cilalər,1
Nizam,1
"gəlirsiz,",1
"Qaqqıldaşa-qaqqıldaşa,",1
görəm,1
danışırsız,1
Veribsiniz,1
"baş-başa,",1
"varam,",1
qəribü,1
"zaram,",1
Eyləməyin,1
yatağıdır,1
"məkanlar,",1
Yavaş-yavaş,1
səsiniz,1
"anlar,",1
toxuna,1
Sürbəniz,1
"çaşa,",1
sizdə,1
"etməyin,",1
Dönməsin,1
bağrınız,1
QASIM,1
BƏY,1
ZAKİR,1
piyalə!,1
"bidəmaq,",1
"Yetişibsən,",1
Yadlar,1
deyib-danışmaq,1
bihəyadır,1
"çərxi-kəcrəftar,",1
aşikar;,1
Şəksiz,1
ədavəti,1
Göstərir,1
qaşqabaq,1
Mədənisən,1
"felin,",1
"qəmzənin,",1
Bərabərin,1
sənin;,1
Təhrik,1
eyləməsə,1
dil-dodaq,1
sana?!,1
Cəvahir,1
qolbaqlar,1
biləyi,1
"qucar,",1
"hurisi,",1
mələyi,1
"Yetişməz,",1
çala,1
"əl-ayaq,",1
"zayil,",1
şəmayıl;,1
dikibdir,1
təvangər,1
əvami-dəryadil,1
Göndərir,1
"məsarifini,",1
məarifini.,1
İsfəhanda,1
"itmamə,",1
Əllamə.,1
müraciət,1
Bülbülasa,1
çəmənə.,1
"həmidəxisal,",1
cəmalüvə,1
göndərmişəm,1
"Oğul,",1
"yoxsul,",1
baisi-həyatım,1
"ata,",1
rizası,1
nicatım,1
ata.,1
"əvami-ümmisən,",1
sualındı,1
qeyri-müstəhsən.,1
dilcən,1
elmimi,1
eləyim?,1
Filcümlə,1
"bəyani-ülum,",1
məlu?,1
vasil?,1
"yəni,",1
heyətə,1
"bəyani-nücum,",1
"daxili-Səratan,",1
fəsli-tabistan.,1
Cədyə,1
mehri-münir,1
Zəmhərir,1
təsir.,1
səyağı,1
"bürhan,",1
Bilüsən,1
"haçanı,",1
"bikəmal,",1
Gedibən,1
hasil?..,1
Şərmnak,1
"alimi-dana,",1
"vaqifi-kar,",1
"naleyi-ney,",1
"nəğmeyi-tar,",1
xüşk,1
çubdə,1
sədasından,1
tarı,1
"ağuşindən,",1
xanəbərəndazlərin,1
"duşindən,",1
"huşindən,",1
Pənbeyi-qəfləti,1
"guşindən,",1
əsrari-nihanə,1
bərxurdar.,1
Ləhni-Davudi,1
könlüvü,1
"baminə,",1
sülləm,1
əbkəm,1
feyzin,1
musiqiyü,1
müsiqar.,1
dəmi-İsayə,1
"özüvi,",1
Ziri-qəm,1
nəğmeyi-zilü,1
"bəmini,",1
"Çəkmə,",1
dəhri-müxalif,1
Şurə,1
qəmi-dünyayə,1
Musiqi,1
"əhli-bəsər,",1
pərdeyi-əsrardə,1
"süvər,",1
"əhli-degil,",1
"həcər,",1
Ləhni-Davud,1
növi-cəmadatə,1
"süxən,",1
huşyar.,1
"ud,",1
ahəngü,1
ləhnü,1
"sürud,",1
mahəsəli-qeybü,1
"şühud,",1
"məbud,",1
səttar.,1
məclisi-ürfandır,1
əsbabi-mənahi,1
Kövsərü,1
qılmandır,1
pərtövi-rüxsareyi-sübhandır,1
səhvinə,1
istiğfar.,1
məhrəmi-raz,1
"biganələri,",1
"peymanələri,",1
rümuzat,1
zülfi-süxənə,1
"şanələri,",1
Mehdiyə,1
dürdanələri,1
məclisi-şəhvari-Kərim,1
bəgdə,1
ediblər,1
"əhli-bəyan,",1
əhliydi,1
həzrəti-Loğman.,1
sitəbr,1
rəngi-ruyisiyah.,1
"güli-riyazi-ədəb,",1
hüsi,1
rəbb?,1
Pərvərdigari-ərzü,1
Hüsni-batin,1
Hüsni-zahir,1
əhsəndir.,1
Hüsndür,1
"ətiyyeyi-rəbb,",1
hüsni-ədəb.,1
qəmi-eşqin,1
"dili-viranımda,",1
yanımda.,1
arizi-cananımda.,1
Tutanı,1
müshəfi-rüxsarüvi,1
xələllər,1
iymanımda.,1
rəftardır,1
sərvi-xuramanımda?,1
Düşəni,1
xublərin,1
külbeyi-əhzanımda.,1
"talibi-badə,",1
Getməsin,1
izzətin,1
zuri,1
fəsadə,1
mail,1
Əqldəndir,1
"şərafəti-insan,",1
şüura,1
"hicab,",1
məstur,1
meyi-nab.,1
Veribən,1
əqlüvə,1
alma...,1
ümmül-fəsaddır,1
üzüqarə,1
badənuşü,1
meyxarə:,1
çağanə,1
Mərifət,1
"məcməyi,",1
əhli;,1
büti-pərivəş,1
məşrəb,1
şərabi-biğəş,1
"Arü,",1
"namusü,",1
atdım.,1
xüm,1
yatdım;,1
"bəngi,",1
Həmbüsatım,1
müğənniyü,1
çəngi;,1
Çəkməmiş,1
yerimdən,1
oayğ;,1
fərasətim,1
Əhli-fəzl,1
hörmətim,1
cəhlə,1
etdim;,1
Məstlikdən,1
gedibdü,1
qeyrətü,1
ar;,1
Incinib,1
"ənsarım,",1
havadarım;,1
Çıxmışam,1
dilazarə;,1
Əlidaşlı,1
Məni-bədməstə,1
səngzənan;,1
Batmışam,1
"qanə,",1
Dönmüşəm,1
gülüstanə;,1
"həmrahım,",1
Lütflər,1
şahım;,1
çirağı,1
nuri-xuda.,1
"tövbə,",1
şürbi-müdamdən,1
tövbə...,1
Ucalır,1
Hərcü,1
mərc,1
"dari-mülki-cahan,",1
qətlü,1
Yığışıb,1
"şura,",1
Eyləsinlər,1
"allahə,",1
qövmi-gümrahə.,1
İntixab,1
Pakdamanü,1
mürşüdü,1
abid.,1
"etsinlər,",1
sərəncam,1
qayıtsınlar.,1
mərdi-feyzi-əkrəm,1
Çıxıban,1
“İsmi-əzəm”,1
xudayi-ərşi-sərir,1
Ağarıb,1
"istirahətlə,",1
rahətlə.,1
"xudayi-cahan,",1
Qətlü,1
"istirahətimiz,",1
izzətimiz.,1
cümləmiz,1
günüqarə.,1
sizləri,1
xilqət.,1
Qocalıb,1
Yatmışam,1
vəqtlərdü,1
"İsayə,",1
ruhbəxşi-valayə.,1
"Gedin,",1
ərzi-hal,1
"güruhi-ruhani,",1
Çərxi-çarümdə,1
İsani.,1
Dərdi-pünhanə,1
istəyib,1
"güruhi-dəğa,",1
sizlərdə,1
həya.,1
"dəhrə,",1
qıldız,1
çəkdiz,1
qoyduz,1
annəmin,1
əşki,1
danəfəşan.,1
Xalam,1
"Yəhyanı,",1
Öldürüb,1
teştə,1
tökdüz,1
Zəkəriyyanı,1
etdiz,1
Ərrə,1
iləvücudini,1
parə.,1
Rahi-həqqə,1
edək.,1
"isbatə,",1
səmavatə.,1
İstəyirsiz,1
dünyayə-,1
vayə?,1
Yaxasız,1
Çəkəsiz,1
darə,1
xəyalatdan,1
Zatüvüz,1
xakdanə,1
"gələm,",1
Qoyuban,1
gələm?,1
Canuvuz,1
"çıxsın,",1
Başuvuzçun,1
Həngami-bahar,1
"xəzandır,",1
Yarəb,1
Gündüzdür,1
0l,1
mədarım,1
payi-səməndine,1
şahsüvarım,1
özgələrin,1
şəbi-tarım,1
Səhrayi-mehəbbətdə,1
şahənşahi-asimandərbar,1
fəsli-şitadə1,1
"imarətdən,",1
mərarətdən.2,1
"xaneyi-dehqan,",1
xanəyə,1
"şəhi-büləndəxtər,",1
Beyti-dehqanı,1
məqərr?3,1
"Şahsən,",1
iltica,1
Mənzilin,1
xaneyi-gəda,1
etmə.,1
"quraq,",1
yaxaq,1
Dəfi-sərma,1
meyi-biqəş.,1
Qurdular,1
"xeymə,",1
Mərdi-dehqanə,1
mahəzər,1
qıldı:,1
olaydın,1
"mehman,",1
Şənüvə,1
Qoymadılar,1
"qövmi-danişmənd,",1
Qədri-dehqan,1
bulənd.,1
"Köçdü,",1
"növbəti-nehzət,",1
dehqanə,1
nemətü,1
müşayiət,1
"şahi,",1
bürci-izzətin,1
Qədri-sultanə,1
"nöqsan,",1
əkinçiyə,1
dehqanın,1
şahi-dövlətmənd.,1
feyzi-üzmayə,1
rəşki-ləli-nab,1
Zərrəni,1
misli-afitab,1
nagəhan,1
Salax,1
Rahim,1
Elekberovdan,1
baxarmı,1
gözüm?,1
xaniman,1
baxdı,1
"yarlərə,",1
cəkdi,1
olaman,1
ariz,1
Acılmadı,1
"gulləri,",1
getdi?,1
"ləzzəti-işrət,",1
"fəslində,",1
mohnət,1
Bəlayi-hicrə,1
Məzarın,1
əylənim,1
Deyərmisən,1
dinclik,1
"çağırdım,",1
Firqətə,1
dözmək,1
"çətin,",1
vəslində,1
"Şadlığı,",1
şeriyyəti,1
sorar:,1
susub,1
əyləşmisən?,1
Daşla,1
sınsaydı,1
tapardım,1
"mumiya,",1
çırağ,1
qəfil,1
tufanlara,1
Nurumu,1
zülmətmi,1
"çirağban,",1
"Hicrinin,",1
tutur,1
hökmü...,1
tanrım,1
hökmündən,1
qurtarım,1
Asqırığıyla,1
"doğurdu,",1
gülərkən,1
Bitdi,1
"ulduzun,",1
söndü,1
"dan,",1
yuyuldu,1
haman*.,1
fəzanı,1
xallı,1
Dəhrəni,1
"gece,",1
səfrada,1
"Gün,",1
necə?!,1
"fənək,",1
"qoynunu,",1
Qucdu,1
zirehdən,1
donu.,1
qonaqçı,1
nemətləri,1
xoşməzə,1
"cülab,",1
caminə,1
jaləni,1
durnalar,1
dövrədə,1
"çokdülər,",1
"şadlandılar,",1
tökdülər.,1
Gözmü,1
"qədəhdir,",1
yaşı?,1
şölələnərkən,1
Kuzəni,1
Qəlbimizi,1
badəsi,1
"şəbnəm,",1
"təmiz,",1
kuzəmiz.,1
Topladı,1
narınc,1
rəvandır,1
cahandır,1
dilbərim,1
oyandı,1
meyin,1
Öpdü,1
ayaqlarını,1
Boynumu,1
"qucdu,",1
öpər,1
yarı!,1
dadırdı,1
bəbək,1
kabab.,1
ələdi,1
qəmlərimi,1
ölümdən,1
Məskəni,1
əzabmı,1
görər?,1
Çahi-zənəxdan,1
quyu?,1
suyu.,1
"quyu,",1
ağlımı,1
ad-sanı,1
Yusifim,1
Nəşə,1
İç!,1
israr,1
camıma.,1
"doğrudan,",1
pozmayıram,1
"tövbəni,",1
Aldadıcı,1
pərdəni.,1
Tutmaz,1
müjdəni,1
vəcd,1
meyxanədən.,1
Gərdəyini,1
gündüzə.,1
faş!,1
"qaldır,",1
"yuyam,",1
alam,1
sübhünü,1
kamalı,1
görməyi,1
kərəlik,1
həsrətəm,1
örnrüm,1
"boyu,",1
Təşnə,1
suyu!,1
"dəşnəni,",1
Dönmə,1
"səraba,",1
çeşməyə,1
təşnəni!,1
"Ləblərinə,",1
oğrun,1
"qəsdimi,",1
əlinı,1
"busədən,",1
məgər:,1
Düşmənidir,1
oğrunun,1
"sübhüdür,",1
"eləmirsən,",1
Xaqaniyə?,1
çağıydı,1
qapım,1
"taqqataq,",1
Qarşıladım,1
qonaq.,1
üzlə,1
Mehriban,1
avaz,1
Sabahın,1
xeyir!,1
qədəmindən,1
təvan,1
afıtab.,1
Peyki,1
"xoşsifət,",1
ağsa,1
qüllədəki,1
təravətlidir,1
cavanlar,1
səhərin,1
məğzi,1
"xəlfədir,",1
mətləbi*.,1
"eşqdir,",1
"coşar,",1
südab,1
boyamış,1
onları*.,1
"atmışam,",1
Mey-məzəsiz,1
yatmışam.,1
girov,1
mərcimi;,1
qabardır,1
"sinəm,",1
"uçubdur,demək,",1
Zəlzələ,1
ziri-zəbərdir,1
"Durma,",1
çatdır,1
Hamilə,1
doğuldu,1
qəlbinin,1
əgər!,1
ağıldan,1
xiridarıdır,1
danənin.,1
Sübhdən,1
Töhfə,1
daşını!..,1
Yusifinı,1
"niqab*,",1
inqilab.,1
Yunis,1
Heybətini,1
dil-dodağı,1
çəng.,1
ənbəri,1
ruzgarı.,1
meysüzən,1
şişələr.,1
qələmundur,1
naxışın,1
rənginin,1
əcazı,1
şaxədə,1
"çiçək,",1
Düymə,1
düyüb,1
küpə,1
şivdə,1
incitək.,1
üzüdür,1
"rəngbərəng,",1
qanm,1
xəncərini,1
Çətri,1
qüdrətinə,1
qələmiylə,1
şahımın,1
nələr?,1
Qapqara,1
çəkincə,1
Sərvətə,1
"etməmiş,",1
sübhdür,1
Cəmdəyə,1
qonmaz,1
"hüma,",1
ovlamaz,1
böcək.,1
"Ağlı,",1
"zəkası,",1
Cahü,1
ətəyə,1
bəzək.,1
"Şövkətini,",1
şənini,1
gördümü?,1
ayaqlarına,1
ədalətlə,1
xalqın,1
parladı,1
zülmətə,1
dalmış,1
varınca,1
Bayrama,1
biçdin,1
əndama.,1
Bəlli,1
nıxar.,1
"Yəquba,",1
Vəsmə,1
qarala,1
başı*.,1
"Dostuna,",1
palazını,1
alay.,1
çevirər,1
meynələri,1
şərbətə.,1
Qafıyəpərdazları,1
susdura,1
"avazəsi,",1
susdurar,1
bayquşu,1
səsi.,1
yaysa,1
Düşsə,1
şəhdə,1
zəhər.,1
"qərbdən,",1
"qopa,",1
təxtdə,1
ikən.,1
sübhdə,1
tale,1
"duanı,",1
"eyləyər,",1
"""Amin!""",1
deyər.,1
ləblə,1
Ləbdən,1
cani-digər,1
Qızdrrmalıdır,1
ləlində,1
Qızdrrmamı,1
xoşdil,1
dərdi-betər,1
Kuyindəki,1
itdən,1
qaragöz,1
"türksən,",1
Pərvanəsiyəm,1
şəmində,1
pərim,1
"yanmış,",1
"Çırpınmadayam,",1
"Qəmzənlə,",1
dodağınla,1
"dənizsən,",1
"verrəm,",1
bəxşişə,1
"möhtacam,",1
Tutaraq,1
tərəf?,1
Ürayim,1
dərdü-bəla,1
"ortasına,",1
"kakilə,",1
zülfı-pərişanə,1
çətinliklə,1
aparır,1
Yusifı,1
cəzb,1
"yuxusu,",1
Kənandan,1
"Misrə,",1
kamandara,1
"şəstilə,",1
pərəstarım,1
yox—,1
ləblərimi,1
cahi-zənəxdanə,1
"ayılmaz,",1
xəncərinə,1
"qurbanıq,",1
ağlasada,1
naleyi-fəryâd,1
"îlə,",1
gözyaşı,1
tufanə,1
İsminin,1
zikrində,1
adla,1
öpəndə,1
kuyinin,1
ətrdən,1
Asitanəndə,1
"yüksəlib,",1
adlandıran,1
qidam,1
üstxandan,1
"torundan,",1
Əldəki,1
sərmayəm,1
eşqindir,1
sənın,1
"Ömrdən,",1
"hərçənd,",1
"Aşiqəm,",1
xaqanıyam,1
altımda,1
Kafınin,1
təbidir,1
"əsgər,",1
Əsgəri,1
şəkər*.,1
"kasası,",1
"qətrəsi,",1
sözlərinin,1
nümunəsi.,1
Qızdırmanı,1
neyşəkər,1
qələmi.,1
"Gülqənd,",1
qarğıya,1
paxıllığından.,1
Boğazda,1
"zəhərdir,",1
tikan*.,1
Səmərqənd.,1
gəlinini,1
köçürdən,1
qələmidir,1
gəlini,1
doğrar*.,1
"Qəribədir,",1
Kökü,1
"zəfəran,",1
şehini,1
"""nun-vəlqələm"",",1
yüksəlir,1
Göndərə,1
bildimsə,1
Utanar,1
şerimdən,1
"təbi,",1
"damağı,",1
Təmğacın,1
Şüştərin,1
bağı*.,1
"Qənd,",1
üzrilə,1
mənzumə,1
üzrü,1
Ləldir,1
talaşa*.,1
"yonqar,",1
Mirvariyə,1
inciyə,1
Fikrinin,1
qovuşan,1
ulduzlarından.,1
Təbimə,1
İndilik,1
"Gümüş,",1
daşdakı,1
naxışlar,1
Düşüncə,1
tacıma,1
həkk,1
ismi.,1
alǝm,1
hüsninǝ,1
qönçǝ,1
lǝb,1
"xǝndandır,",1
Yǝqubi-nisbǝt,1
"Yusifi-Kǝnandır,",1
Hilali,1
eydinǝ,1
künfǝkan,1
"bulubdur,",1
"surǝti-Rǝhmandır,",1
sǝfhǝsindǝ,1
xǝttü,1
Yüzündǝ,1
"ayǝti-Qurandır,",1
dust.,1
şǝhri,1
tǝxtinǝ,1
"sultandır,",1
demişsǝn,1
Yenǝ,1
"ehsandır,",1
"sazım,",1
dirək-dirək,1
"avazım,",1
"elim,",1
elim,1
"salınsa,",1
Bədir,1
"doğsa,",1
"dolunsa,",1
"xeyir,",1
"ibadət,",1
çayır-çəmən,1
Ərməğan,1
sunarlar,1
"dostu-dostuna,",1
"şahin,",1
"doğan,",1
"əspir,",1
baz.,1
Meydana,1
"münafiq,",1
"Yezid,",1
qanmaz.,1
Xətaim,1
nedər?,1
dünyasını,1
ildən-ilə,1
eder.,1
"qışdır,",1
yaz.,1
dilbǝri,1
Rahi-ruhǝfza,1
Mǝclisi-üşşaqi,1
etsǝ,1
şǝmi,1
kovkǝbi-rǝxşan,1
Sǝcdeyi-şükr,1
eylǝyib,1
üstündǝ,1
sayeyi-sübhan,1
Sǝbzxǝt,1
"saqilǝr,",1
doldurun,1
"peymanǝlǝr,",1
pürabi-çeşmǝyi-heyvan,1
sǝrvi-sǝhi,1
qǝddir,1
rǝqs,1
cǝnnǝt,1
tubiyi-rizvan,1
Cami-Cǝmşidi-Cǝmin,1
dövrani,1
xǝtm,1
Dövri-cam,1
şǝhi-dövran,1
ayineyi,1
"Iskǝndǝri-gitinüma,",1
Munda,1
rövşǝndir,1
sürahidǝn,1
mǝvali,1
dolduranda,1
"dustkam,",1
Qayğudan,1
xǝvaric,1
yürǝgi,1
Görmǝdi,1
mun,1
"tǝk,",1
simtǝn,1
"mǝhbubi-şux,",1
Kakili-zǝrrinü,1
taci,1
nurǝfşan,1
Yerdǝ,1
ǝksi,1
çǝrxi-pür,1
kökǝbdir,1
"""Nǝssi-ǝzzinǝs-sǝmavǝt""",1
ayǝti-bürhan,1
Böylǝ,1
cǝvahir,1
hansi,1
mǝdǝndǝn,1
"Kün-fǝkan,",1
bǝha,1
"versǝn,",1
ǝrzan,1
cürǝ,1
mǝsti-cavidan,1
surahi,1
dilarami-pǝri,1
"nisbǝtlidir,",1
Şǝkli,1
mǝhbubi-şuxun,1
peykǝri,1
Oturur,1
mǝclisdǝ,1
"külahi-simtǝn,",1
Asılır,1
zülfi-müsǝlsǝl,1
ǝnbǝri,1
şǝhzadeyi-zǝrrin,1
"kǝmǝrdir,",1
"pürxütut,",1
kǝmǝr,1
ǝliflǝr,1
xǝncǝri,1
Tǝxti-simin,1
Əldǝ,1
ǝyağ,1
ǝngüştǝri,1
tǝrǝfdǝn,1
"surǝti,",1
Filmǝsǝl,1
